siret,activitePrincipaleEtablissement,etatAdministratifEtablissement,adresse
25800405000013,49.39A,A,2 RUE DE HAMEL TINCOURT-BOUCLY 80240 MAIRIE
21200282800011,84.11Z,A,SOCCIA 20125
21030310300092,85.10Z,A,AV DE GERARDMER VICHY 03200
28760001900122,84.25Z,A,3 RUE SERGENT GOUBIN LE HAVRE 76610
26820007800387,88.99B,A,PLACE CHARLES CAPERAN MONTAUBAN 82000
03904499500015,81.10Z,A,24 PLACE GASTON BUSSIERE SEVRAN 93270
20009361500017,88.99B,A,1 RUE PASTEUR CASTINE-EN-PLAINE 14540 MAIRIE
21820195200015,84.11Z,A,8 RUE DES ECOLES VILLEMADE 82130
30329248600030,49.39B,A,15 RUE RENE CASSIN TRETS 13530
21030312900014,84.11Z,A,3 RUE DE LA MAIRIE VIEURE 03430
19681322400017,85.31Z,A,15 RUE JEAN MERMOZ WITTELSHEIM 68310
03891913000013,81.10Z,A,104 BOULEVARD D'ALSACE-LORRAINE LE PERREUX-SUR-MARNE 94170
13001300600213,85.59A,A,10 RUE DU CENTRE NOISY-LE-GRAND 93160
20005486400059,85.20Z,A,5 RUE CAWIEZEL GUIPRY-MESSAC 35480
03912367400010,81.10Z,A,150 RUE LAMARCK PARIS 75018
13000798200098,84.12Z,A,1 AV DU SEPTIEME GENIE AVIGNON 84000
21750001629232,88.91A,A,4 RUE DE PENTHIEVRE PARIS 75008
21440159800054,42.99Z,A,PL DE LA MAIRIE SAINT-FIACRE-SUR-MAINE 44690
26270877900018,88.99B,A,1 PLACE DE LA MAIRIE REUILLY 27930 MAIRIE
04391029800017,81.10Z,A,34 RUE PARMENTIER PUTEAUX 92800
26971084400011,88.99B,A,LD BOURG VIEUX-FORT 97141 HOTEL DE VILLE
06950243300357,33.20D,A,7 RUE ANTOINE POLOTTI GRENOBLE 38000
21030156000079,68.20B,A,RUE DE LA MAIRIE LUSIGNY 03230 MAIRIE
29210210000016,42.99Z,A,MAIRIE CREANCEY 21320
21020182800014,84.11Z,A,9 RUE DE MONTPELLIER CIRY-SALSOGNE 02220
21290177100031,42.99Z,A,PLACE DU GENERAL DE GAULLE PLOUARZEL 29810 MAIRIE
03891226700010,81.10Z,A,10 RUE DE LA CONCORDE COLOMBES 92700
03886630700010,81.10Z,A,118 RUE ROGER SALENGRO BONDY 93140
30411378000023,68.20A,A,MONTEE CHAUDANNE LES ALLUES 73550 RES ERMITAGE
20008486100067,84.11Z,A,1 RUE DU 19 MARS VALENCE-EN-POITOU 86700
19730813300010,85.32Z,A,1031 AVENUE CHARLES ALBERT LA MOTTE-SERVOLEX 73290 DOMAINE REINACH
03911798100017,81.10Z,A,9 RUE JEAN RICHEPIN PARIS 75016
20006947400076,84.11Z,A,38 RUE DU MARECHAL FOCH OMBREE D'ANJOU 49420
21830036600018,84.11Z,A,PLACE BENJAMIN GAILLARD CAVALAIRE-SUR-MER 83240 PL HOTEL DE VILLE
21210124000019,84.11Z,A,CENSEREY 21430
21260182700018,84.11Z,A,RUE DE LA COMMUNE MIRABEL-AUX-BARONNIES 26110
05206645300011,81.10Z,A,66 RUE VICTOR MANCHE OLIVET 45160
21050061700555,42.99Z,A,3 RUE DU COLONEL ROUX GAP 05000 MAIRIE
21520083300592,85.20Z,A,RUE DU CHATEAU PAILLOT CHAUMONT 52000
29430077700017,42.99Z,A,PLACE LAFAYETTE BRIOUDE 43100 MAIRIE
21740127200018,84.11Z,A,1 PLACE DU 20 FEVRIER 1944 FETERNES 74500
00658046800038,70.10Z,A,46 RUE DES HAUTS PAVES NANTES 44000
21590526600221,88.91A,A,RUE DE LA COLLINIERE SAINT-AMAND-LES-EAUX 59230
21780517500072,85.10Z,A,5 RUE DUBUC RAMBOUILLET 78120
25500173700030,84.13Z,A,98 ROUTE DE CANDOL SAINT-LO 50000 MAISON DU DEPARTEMENT
21850133600083,42.99Z,A,RUE DE LA TRIGALLE MAILLEZAIS 85420 MAIRIE
04955176500016,81.10Z,A,49 RUE DOCTEUR BOUSQUET CLERMONT-FERRAND 63100
04385501400015,81.10Z,A,82 RUE DE LA VICTOIRE PARIS 75009 IS REP PAR SARL SOGI
20003070800016,87.10B,A,PLACE DE L’HOTEL DE VILLE LIESSE-NOTRE-DAME 02350
03901269500019,81.10Z,A,91 RUE LEGENDRE PARIS 75017
21250178700015,84.11Z,A,CROSEY-LE-PETIT 25340
21670283700040,02.20Z,A,MARMOUTIER 67440 MAIRIE
20000480200043,42.99Z,A,50 ROUTE DE L’AERODROME FAYENCE 83440 MAISON PAYS DE FAYENCE - LE GRAND MAS
30085443700021,01.50Z,A,RTE DE GRANGUES GONNEVILLE-SUR-MER 14510 LA TRIGALE
25500306300047,84.11Z,A,CAVIGNY 50620 HOTEL BLED
29700074700016,42.99Z,A,RUE DU CENTRE SERVIGNEY 70240 MAIRIE
03922050400011,81.10Z,A,15 QUAI DE MONTEBELLO PARIS 75005
26620040100021,88.91A,A,RUE DE SETE ARQUES 62510
25650153700011,84.11Z,A,MAIRIE PEYRAUBE 65190
30245679300058,46.21Z,A,CLAMANGES 51130
26900122800015,88.99B,A,96 RUE ARISTIDE BRIAND OFFEMONT 90300 MAIRIE
30176198700256,94.99Z,A,2 RUE AU DUC RENNES 35000 C.S 56422
21640190100014,84.11Z,A,CLARACQ 64330
21340301700154,85.10Z,A,11 RUE DU DEPUTE MOLLE SETE 34200
30169273700028,23.70Z,A,4 BOULEVARD JOSEPH ROUBAUD PLAN-DE-CUQUES 13380
03894568900016,81.10Z,A,31 RUE DE SABLONVILLE NEUILLY-SUR-SEINE 92200
04384687200018,81.10Z,A,AVENUE DU CENTRE MONTIGNY-LE-BRETONNEUX 78180
12000607700016,84.21Z,A,37 QUAI D'ORSAY PARIS 75007
30207716901538,96.03Z,A,58 CHEMIN DES QUATRE CHEMINS ANTIBES 06600
03898998400018,81.10Z,A,37 RUE DU RENDEZ-VOUS PARIS 75012 37 A 41
04010013300012,81.10Z,A,147 RUE SULLY LYON 69006
21280022100021,85.20Z,A,14 RUE DU BOIS HERBIN BAILLEAU-L'EVEQUE 28300
09938702900012,96.02B,A,7 RUE FOUNGOUJOU DZAOUDZI 97615
21080085000013,84.11Z,A,CERNION 08260
24400086500125,42.99Z,A,ALLEE DES CAMELIAS SAINT-VINCENT-DE-TYROSSE 40230
26440012800551,86.10Z,A,69 RUE JULES VALLES BOUGUENAIS 44340 IMMEUBLE FREE WAY
18008901307796,72.11Z,A,7 RUE CUVIER PARIS 75005 MUSEUM NATIONAL D'HISTOIRE NATURELLE
30343501000564,79.11Z,A,344 RUE DE VAUGIRARD PARIS 75015
20002715900066,85.10Z,A,65 AVENUE GUSTAVE CARTON LURAT DUNKERQUE 59240
03874278900019,81.10Z,A,134 RUE PIERRE BROSSOLETTE NOISY-LE-GRAND 93160 P PAR
03343896100014,81.10Z,A,2 ALLEE DES CAMELIAS ANGLET 64600
24150023000032,36.00Z,A,3 PLACE DES CARMES AURILLAC 15000
21590024200086,42.99Z,A,3 PLACE SUZANNE LANNOY AUBERCHICOURT 59165 MAIRIE
21810150900048,37.00Z,A,LUGAN 81500 MAIRIE
21760624300020,85.10Z,A,1 RUE CANNEVEL SAINT NICOLAS D'ALIERMONT 76510
21160109100013,84.11Z,A,12 GRAND RUE COURBILLAC 16200 LE BOURG
05680681300392,64.20Z,A,42 RUE DE LA BRECHE CAVAILLON 84300
22940028801919,86.22C,A,4 RUE JEAN D'ESTIENNE D'ORVES LE PERREUX-SUR-MARNE 94170
03908770500016,81.10Z,A,4 RUE LEO DELIBES PARIS 75016
13001473100371,84.11Z,A,80 AVENUE GEORGES POMPIDOU PERIGUEUX 24000
18180001200021,85.59A,A,14 ALLEE CHARLES PATHE BOURGES 18000 BATIMENT B
18008901304587,72.19Z,A,1125 ROUTE DE BARDONNECHE MODANE 73500
04384297000014,81.10Z,A,5 RUE D'OLIVET PARIS 75007
21730051600069,79.90Z,A,7 RUE DES ECOLES LE BOURGET-DU-LAC 73370 S-C MAIRIE
30326499800020,42.21Z,A,25 AVENUE DE VERDUN SAINT-SATUR 18300
18570043200015,94.91Z,A,39 RUE PRINCIPALE OMMERAY 57810
03913096800017,81.10Z,A,23 RUE JEAN LECLAIRE PARIS 75017 EP PAR
13002356700014,84.12Z,A,47 RUE ARISTIDE BRIAND ARGENTAN 61200
21950523700053,37.00Z,A,8 RUE DU GENERAL LECLERC LA ROCHE-GUYON 95780 MAIRIE
26180237500012,88.99B,A,9 RUE DE SIZIERES MARCAIS 18170 MAIRIE
18871900900063,56.29B,A,185 AVENUE ALBERT THOMAS LIMOGES 87100
21330240900080,36.00Z,A,37 COURS MAL DE LATTRE DE TASSIGNY LESPARRE-MEDOC 33340 MAIRIE
21060085400249,90.04Z,A,55 CHEMIN DE FAISSOLE MOUGINS 06250
20008628800079,42.99Z,A,PL DE L'HOTEL DE VILLE PAYS-DE-CLERVAL 25340 MAIRIE
03841849700012,81.10Z,A,43 RUE DE LA WANNE MULHOUSE 68100
26020423500014,88.99B,A,2 GRANDE RUE LISLET 02340 MAIRIE
21972214700028,85.20Z,A,RUE JULES FERRY LE LORRAIN 97214
03922169200013,81.10Z,A,68 RUE BEAUBOURG PARIS 75003 SA I.P.G. FAUTH VAD
03929953200018,81.10Z,A,23 RUE JEAN DE LA FONTAINE PARIS 75016
21680066400064,96.02B,A,4 RUE D'UNTERLINDEN COLMAR 68000
29600088800010,42.99Z,A,119 RUE DE L'EGLISE GRANDFRESNOY 60680 MAIRIE
13001898900017,84.13Z,A,18 BOULEVARD DE LAVOISIER ANGERS 49000 SQ EMILE ROUX - ANJOU LABORATOIRE
20004349500080,42.99Z,A,60 RUE DE CHAMBRY AULNOIS-SOUS-LAON 02000
28590001500071,84.25Z,A,280 CHAUSSEE MARCELIN BERTHELOT TOURCOING 59200
03904291600013,81.10Z,A,10 RUE LETORT PARIS 75018
29720037000015,36.00Z,A,PL FRANCOIS DE NICOLAY LE LUDE 72800 MAIRIE
03880909100010,81.10Z,A,44 RUE DES SAULES CLOUET MONTREUIL 93100
21730076300018,84.11Z,A,LA CHAPELLE-DU-MONT-DU-CHAT 73370 HOTEL DE VILLE
30315810900023,49.41A,A,30 POINTE DES CARRIERES FORT-DE-FRANCE 97200 VOIE N°6
30102834600031,28.49Z,A,RUE DU TROU GRILLON SAINT-PIERRE-DU-PERRAY 91280
21410041400033,37.00Z,A,17 RUE SAINT MICHEL LA CHAPELLE-VICOMTESSE 41270 MAIRIE
21750001614978,84.11Z,A,4 PL HOTEL VILLE ESP LIBERATION PARIS 04 75004
04009548100012,81.10Z,A,20 RUE LEON CHOMEL VILLEURBANNE 69100
30066422400023,68.20A,A,50 RUE GRANDE SAINT-GAULTIER 36800
19870669900461,85.42Z,A,16 RUE ATLANTIS LIMOGES 87280 PARC ESTER TECHNOPOLE
21940052000165,86.21Z,A,81 RUE DES HEROS NOGENTAIS NOGENT-SUR-MARNE 94130
18670240300012,94.91Z,A,HINDISHEIM 67150
30182153400031,90.01Z,A,LD LESTANET LE DRENNEC 29860
21270512300025,85.20Z,A,HAM BONNEBAUX SAINT-AUBIN-DE-SCELLON 27230
26540056400018,88.99B,A,1 PLACE ROLAND LABBE GORCY 54730 MAIRIE
03925926200010,81.10Z,A,10 RUE SAINT-FLORENTIN PARIS 75001 RIS REP PAR SA ENGER
20008521500024,36.00Z,A,45 AVENUE PIERRE SOUYRIS VALENCE-D'ALBIGEOIS 81340 POLE D'ACTIVITES VAL 81
17570431100018,84.12Z,A,1 RUE WILSON METZ 57000
21240412300078,68.20B,A,SAINT-GENIES 24590 MAIRIE
13001292500504,84.11Z,A,2 RUE GENERAL MARGUERITTE NANTES 44000 CENTRE DES FINANCES PUBLIQUES
21590152100025,96.02B,A,2 RUE DE FLANDRE COMINES 59560
30162224700023,01.50Z,A,ROUTE DE CHAVEROCHE SAINT-ANGEL 19200 LES BORDERIES
19610031700011,85.31Z,A,RUE DU COLLEGE COULONGES-SUR-SARTHE 61170
04380794000010,81.10Z,A,29 RUE HENRI BARBUSSE PARIS 75005 NTON
30358894100029,88.99B,A,30 RUE BONAPARTE NICE 06300
29450048300010,42.99Z,A,1 PLACE DE L’EGLISE VRIGNY 45300 MAIRIE
30028428800069,68.31Z,A,[ND] [ND] [ND] LE SOLER [ND] [ND]
09682009700424,46.74B,A,1 ROUTE DE SOTTEVAST VALOGNES 50700
30162188401113,46.73B,A,361 RUE STEPHANE HESSEL CAMON 80450
20008426700141,90.04Z,A,PL LAVAULT THOUARS 79100
03876275300010,81.10Z,A,23 RUE CLAIRAUT PARIS 75017
26310003400028,87.10A,A,31 AVENUE ETIENNE PROSJEAN CARBONNE 31390
30047573800013,46.61Z,A,LD ENTRE LLS DEUX CHAUSSEES VAL-DE-VESLE 51360 RN 44
21550102400016,84.11Z,A,4 PL DE L EGLISE CHARNY-SUR-MEUSE 55100
03906668300010,81.10Z,A,13 AVENUE DE LA MOTTE-PICQUET PARIS 75007 RG 75007 PARIS REP P
21350173700091,35.11Z,A,20 RUE DE RENNES MELESSE 35520 MAIRIE
21440165500128,42.99Z,A,1 PLACE DE L’EGLISE SAINT-HILAIRE-DE-CLISSON 44190
21920064900073,85.10Z,A,4 RUE MICHEL SALLES SAINT-CLOUD 92210
02150336200010,81.10Z,A,6 BOULEVARD DE LA BLANCARDE MARSEILLE 13004
21760096400027,85.20Z,A,151 RUE ANDRE MALLET BIVILLE-LA-BAIGNARDE 76890
03880229400017,81.10Z,A,2 AVENUE DESFEUX BOULOGNE-BILLANCOURT 92100 92 SCEAUX REP PAR
26130145100017,88.99B,A,PLACE CHARLOUN RIEU PARADOU 13520 MAIRIE
21140478500068,85.20Z,A,PLACE JOFFRE ORBEC 14290
21510505700016,84.11Z,A,20 RUE FOCH SOMMEPY-TAHURE 51600
21600642900049,37.00Z,A,GDE RUE ULLY-SAINT-GEORGES 60730 MAIRIE
21560020600019,84.11Z,A,RUE DES ACACIAS BOHAL 56140
03901375000029,81.10Z,A,7 RUE REMBRANDT PARIS 75008
21110005200029,85.20Z,A,AV MALEPERE ALAIRAC 11290
21600434100048,85.20Z,A,4 RUE ROLAND BOUCHINET MOUY 60250
26450009100063,87.10A,A,RUE DE LA CORNE DE CERF SAINT-JEAN-DE-BRAYE 45800 ANNEXE DU CHR D'ORLEANS
13002249400376,94.11Z,A,21 CHEMIN DU PRIEURE LA ROCHELLE 17000
20006350100106,68.20B,A,2 PL DE LA MAIRIE MEAULNE-VITRAY 03360 MAIRIE
21320091800018,84.11Z,A,RUE DE LA MAIRIE CASTIN 32810
21250019300017,84.11Z,A,9 PL FONTAINE APPENANS 25250
17690120500680,84.23Z,A,2 AVENUE DE L'EUROPE UNIE PRIVAS 07000
21110289200026,85.20Z,A,RUE DES ECOLES PIEUSSE 11300
03863846600011,81.10Z,A,209 RUE DE LORRAINE THAON-LES-VOSGES 88150
03875267100016,81.10Z,A,122 AVENUE DAUMESNIL PARIS 75012
03922770700013,81.10Z,A,20 RUE LA BOETIE PARIS 75008 REP PAR SARL NOUVEL
17450111400170,84.23Z,A,84 RUE DU GENERAL LECLERC MONTARGIS 45200
21170250100019,84.11Z,A,36 RUE DE LA SEUGNE MOSNAC 17240
06080138801978,81.29B,A,32 RUE DU 35EME REGIMENT D'AVIATION BRON 69500 ESPACE DU CHENE
04008876700013,81.10Z,A,6 RUE LOUIS BRAILLE VILLEURBANNE 69100
03890603800013,81.10Z,A,228 RUE PAUL VAILLANT COUTURIER ALFORTVILLE 94140
21690207200018,84.11Z,A,PL DU 11 NOVEMBRE 1918 SAINT-GERMAIN-AU-MONT-D OR 69650 HOTEL DE VILLE
26550187400019,88.99B,A,MAIRIE VOUTHON-HAUT 55130
04382780700017,81.10Z,A,187 RUE DU TEMPLE PARIS 75003
13003165100123,84.24Z,A,RUE DU DOCTEUR LAENNEC AUCHEL 62260
26450038000045,88.91A,A,51 RUE DE LA MAIRIE SAINT-JEAN-DE-BRAYE 45800
21940041300288,91.01Z,A,PLACE MARCEL CACHIN IVRY-SUR-SEINE 94200
21860041900061,88.91A,A,65 RUE DE L'HOTEL DE VILLE BUXEROLLES 86180
25810224300015,84.12Z,A,PLACE DE LA MAIRIE VALDERIES 81350 PLACE DE LA MAIRIE
21760386900017,84.11Z,A,90 RUE DE L’EGLISE LIMPIVILLE 76540
03920928300017,81.10Z,A,26 RUE MURILLO PARIS 75008 RIS REP PAR
29040211400018,42.99Z,A,LE VILLAGE VERGONS 04170 MAIRIE
21780423600479,85.20Z,A,16 RUE DE LA BOURBOULE MONTIGNY-LE-BRETONNEUX 78180
26420004900015,87.10A,A,5 RUE DU DOCTEUR MOULIN BOURG-ARGENTAL 42220
21300175300044,35.11Z,A,MONTCLUS 30630 HOTEL DE VILLE
30339571900055,71.11Z,A,2 RUE DEBROUSSE PARIS 75016
30125219300018,68.20B,A,4 RUE SAINT-SEVERIN PARIS 75005
24250448800147,84.11Z,A,7 PL BUGNET LEVIER 25270
30191134300038,68.20B,A,4 ALLEE BOTTICELLI COURBEVOIE 92400 RESIDENCE ALFA LAUREA
30429269100025,71.12B,A,RUE DE THANN LUTTERBACH 68460 LA CITE DE L'HABITAT BAT A
21170359000045,49.39A,A,39 RUE DU 6 SEPTEMBRE 1944 SAINT-MARD 17700 MAIRIE
03344182500016,81.10Z,A,RUE PASTEUR HENDAYE 64700
03907383800011,81.10Z,A,3 CITE DE LA CHAPELLE PARIS 75018
05226331600011,81.10Z,A,22 RUE JEAN-JACQUES NOIRMANT TOURS 37000
03921845800014,81.10Z,A,29 BOULEVARD ORNANO PARIS 75018
13000786700018,84.12Z,A,103 RUE BELLEVILLE BORDEAUX 33000 ESPACE RODESSE
13001002800350,84.11Z,A,PL DU HUIT MAI LISIEUX 14100 CENTRE DES FINANCES PUBLIQUES
21240494100016,84.11Z,A,507 ROUTE JULES FERRY SAINT-REMY 24700 LE BOURG
21030014100038,37.00Z,A,AVRILLY 03130 MAIRIE
03914304500019,81.10Z,A,32 AVENUE REILLE PARIS 75014
21380417200020,85.20Z,A,ROUTE NATIONALE 90 SAINTE-MARIE-D'ALLOIX 38660
25340348900011,84.12Z,A,LE VILLAGE CEILHES-ET-ROCOZELS 34260 MAIRIE
21270193200015,84.11Z,A,1 PLACE DE LA MAIRIE CROTH 27530
25880382400014,84.11Z,A,14 GRANDE RUE CHARMOIS-DEVANT-BRUYERES 88460
03927734800015,81.10Z,A,14 RUE DU GENERAL FOY PARIS 75008
13002065400385,84.11Z,A,274 AVENUE DU PRESIDENT WILSON SAINT-DENIS 93210
30134058405474,43.22B,A,20 RUE DES ARDENNES DIJON 21000
03875314100019,81.10Z,A,27 RUE DU CLOS PARIS 75020
24740079900042,38.21Z,A,162 IMPASSE DES GRAVIERES MARIGNIER 74970
03859650800010,81.10Z,A,3 RUE DU STADE HAGUENAU 67500
26972003300019,88.99B,A,BOURG BASSE-POINTE 97218 MAIRIE
13001803900029,84.12Z,A,2 FAUBOURG SAINT ETIENNE PONTARLIER 25300 CTRE HOSPITALIER HAUTE COMTE
21690259300914,85.20Z,A,9 RUE DE LA DEMOCRATIE VENISSIEUX 69200
21710015500027,85.20Z,A,AUXY 71400
19830053500012,85.31Z,A,212 RUE AMIRAL JAUJARD TOULON 83000
30064383000114,52.22Z,A,40 RUE DES SABLONS IGOVILLE 27460
20007175100024,42.99Z,A,3 AVENUE ARSENE D'ARSONVAL BOURG-EN-BRESSE 01000 ZONE CENORD
04391728500017,81.10Z,A,13 RUE DE SEVIGNE PARIS 75004
21300248800012,84.11Z,A,2 PLACE MARC HERMET SAINT-DEZERY 30190 HOTEL DE VILLE
21120214800105,85.20Z,A,RUE DE LA FONTAINE SAINT-CHELY-D'AUBRAC 12470
13001105900537,84.11Z,A,131 RUE DU FAUBOURG BANNIER ORLEANS 45000 CENTRE DES FINANCES PUBLIQUES
00971840400016,81.10Z,A,30 BOULEVARD DANTON TROYES 10000
21340141700067,68.20B,A,PLACE DE LA MAIRIE LA LIVINIERE 34210 MAIRIE
04662026600133,77.11A,A,CAVONE AJACCIO 20090 AJACCIO
30427672800041,52.21Z,A,61 AVENUE VALERY GISCARD D'ESTAING NICE 06200
20009958800036,37.00Z,A,18 ROUTE DE BERT LAPALISSE 03120
19590110300018,85.31Z,A,2 AVENUE ANDREI SAKHAROV LAMBERSART 59130
24080092000052,42.99Z,A,44 RUE DU CHEMIN SALE VOUZIERS 08400 44-46
20005557200065,36.00Z,A,5 RUE DES 4 FRERES TELLIER GRANDPRE 08250 MAIRIE
30426158900010,68.20A,A,[ND] [ND] [ND] VALLOIRE [ND] [ND]
03934090600013,81.10Z,A,51 RUE JEAN-PIERRE TIMBAUD PARIS 75011
21971129800188,42.99Z,A,BOURG SAINTE-ROSE 97115 MAIRIE
21730327000045,37.00Z,A,17 RUE DE LA MURAILLE VIONS 73310 MAIRIE
03910903800016,81.10Z,A,41 RUE DES DAMES PARIS 75017 RIS REP PAR
03878993900014,81.10Z,A,26 RUE DENIS PAPIN COLOMBES 92700 BES
06950079100012,49.41B,A,LD SAILLANTS LE GUA 38450
13002524000016,84.12Z,A,7 RUE PABLO PICASSO BESANCON 25000 CCAS  7 - 9
21070003500038,36.00Z,A,171 ROUTE DE LABASTIDE AIZAC 07530 MAIRIE
21370115400105,55.30Z,A,ALLEE LEO LAGRANGE DESCARTES 37160
01724095300038,43.32A,A,9 RUE DE LA GARE SELONGEY 21260
01977985900016,81.10Z,A,12 RUE EUGENE BRIEUX CANNES 06400
21240070900045,55.30Z,A,LE CROS DE L OUVRAGE BUSSEROLLES 24360
22920050600215,88.99A,A,38 RUE RAYMOND PATENOTRE RAMBOUILLET 78120
21240311700030,85.10Z,A,1 RUE JEAN ROSTAND NONTRON 24300
03874853900012,81.10Z,A,66 AVENUE SECRETAN PARIS 75019
22260001700461,88.99B,A,33 AVENUE D'ESPOULETTE MONTELIMAR 26200
13000548116644,84.13Z,A,3 RUE DU CAPITAINE HATTERAS BOVES 80440 POLE JULES VERNE
06630310800014,56.10A,A,ROUTE NATIONALE 1 MAMOUDZOU 97600 ZI KAWENI
03877062400013,81.10Z,A,1 RUE DU PRINTEMPS LE PECQ 78230 REP PAR
30299870300045,94.20Z,A,51 AVENUE SIMON BOLIVAR PARIS 75019
21630207500041,36.00Z,A,LE BOURG MARAT 63480 MAIRIE
26790121300301,86.10Z,A,RUE DE LA BARITAUDERIE BRESSUIRE 79300
26280049300237,88.91A,A,18 AVENUE DE BEAULIEU CHARTRES 28000
04385941200017,81.10Z,A,1 RUE GASTON PHILIPPE SAINT-DENIS 93200
26280584900011,87.10C,A,10 RUE DE JOSAPHAT LEVES 28300
21180170900018,84.11Z,A,PL DE LA MAIRIE OIZON 18700
21770535900024,85.20Z,A,PL DE LA MAIRIE COURQUETAINE 77390
19290346600253,85.42Z,A,RUE DE KERGOAT BREST 29200
01982882100017,81.10Z,A,BOULEVARD ALBERT 1ER ANTIBES 06600
21080214600022,85.20Z,A,CHE DU GUE JANDUN 08430
21971108200079,41.10A,A,PL FELIX EBOUE CAPESTERRE-DE-MARIE-GALANTE 97140 MAIRIE
03970543900014,81.10Z,A,33 RUE BERGSON SAINT-ETIENNE 42000
26220305200010,88.99B,A,BOURG PLESLIN-TRIGAVOU 22490 MAIRIE  BP 9
21700066000019,84.11Z,A,BETAUCOURT 70500
21590572000037,85.20Z,A,29 RUE DE CLAIRFAYTS SOLRE-LE-CHATEAU 59740
29730169900015,42.99Z,A,CHANAZ 73310
21974018000258,37.00Z,A,RUE DE LA REPUBLIQUE SAINTE-MARIE 97438
26140418000018,88.99B,A,PLACE FRANCIS BERNARD EPRON 14610
04047410800012,81.10Z,A,5 RUE COMTE DE LA TEYSSONNIERE BOURG-EN-BRESSE 01000 SARL BENON
30249893600053,02.10Z,A,LD LE PETIT DOIT ARPHEUILLES 36700
20004339600106,42.99Z,A,1 PLACE DU PAVILLON MAUBEUGE 59600
20003514500016,42.99Z,A,3 PLACE JOSEP DE LA TRINXERIA PRATS-DE-MOLLO-LA-PRESTE 66230 MAIRIE
19931827000386,85.42Z,A,2 RUE DE LA LIBERTE SAINT-DENIS 93200
21680009400015,84.11Z,A,19 RUE DU SPONECK ARTZENHEIM 68320
29590330600013,42.99Z,A,3 PLACE SUZANNE LANNOY AUBERCHICOURT 59165 MAIRIE
02404663300012,47.11B,A,QUA DZAOUDZI GNAMBO MTSAMBORO 97630
13001025900260,84.13Z,A,5 RUE HINZELIN METZ 57000 POLYGONE - BATIMENT A
03912003500017,81.10Z,A,13 SQUARE HENRY PATE PARIS 75016
20005548100283,85.20Z,A,12 RUE DES FLEURS LA CHAPELLE-SAINT-MARTIN-EN-PLAINE 41500
24600076400075,49.31Z,A,1 AVENUE DU GENERAL DE GAULLE CHANTILLY 60500
03933511200015,81.10Z,A,14 RUE GREUZE PARIS 75016
22420001400435,86.22C,A,16 RUE DES TANNERIES CHARLIEU 42190
17930431600708,84.12Z,A,59 RUE DE LA REPUBLIQUE SAINT-DENIS 93200
26600658400012,88.99B,A,5 RUE DU BOIS VER-SUR-LAUNETTE 60950 MAIRIE
25690026700038,84.12Z,A,LE FAUTRE TREVES 69420 2528 ROUTE DES DEUX VALLEES
13001331100779,84.11Z,A,92 RUE DE L' ESTEREL FREJUS 83600
03872273200013,81.10Z,A,24 RUE TITON PARIS 75011 75013 PARIS REP PAR
21700312800048,36.00Z,A,RUE DU PASSEUR LUZE 70400
30403868000043,68.20A,A,RUE DES GORGES LES DEUX ALPES 38520 LA GORGE ET SER DU PALOP
25380492600017,84.13Z,A,1 RUE HUMBERT LE BOURG-D'OISANS 38520 MAIRIE
20001353000049,35.11Z,A,TAKAROA 98781 MAIRIE
30257626900021,68.20B,A,ROUTE DE NIMES BEAUCAIRE 30300
21850188000080,42.99Z,A,18 RUE LAYE LA REORTHE 85210
04009720600011,81.10Z,A,30 BOULEVARD DES PROVINCES SAINTE-FOY-LES-LYON 69110
21880276700010,84.11Z,A,70 LD LE CENTRE LUSSE 88490
26160085200014,88.99B,A,1 RUE DU STADE LA COURONNE 16400
20008499400207,37.00Z,A,PL DU 8 MAI LE CONTROIS-EN-SOLOGNE 41120 MAIRIE
21700514900018,84.11Z,A,1 PLACE DE LA MAIRIE VALAY 70140
26490234700055,87.30A,A,2 AVENUE DE LA PETITE GARDE AVRILLE 49240
25670273900028,91.03Z,A,LD DU CHAUFFOUR SCHIRMECK 67130
21480129200019,84.11Z,A,ROCLES 48300 HOTEL DE VILLE
21950150900034,85.20Z,A,PLACE CHARLES DE GAULLE CHAUSSY 95710
21890377100010,84.11Z,A,SAUVIGNY-LE-BEUREAL 89420
21720181300896,85.20Z,A,63 AV YZEUX LE MANS 72000
04386275400017,81.10Z,A,25 RUE DE VARENNE PARIS 75007
04228855500016,81.10Z,A,9 AV DE LA REPUBLIQUE ANNECY 74000
21460038900032,85.20Z,A,BRETENOUX 46130
26310171900015,88.99B,A,PL REPUBLIQUE AVIGNONET-LAURAGAIS 31290 MAIRIE
21770294300077,85.10Z,A,142 AVENUE DU 8 MAI 1945 MITRY-MORY 77290
03894907900016,81.10Z,A,15 RUE TAITBOUT PARIS 75009 UR DES FOSSES REP PA
20005670300065,85.20Z,A,RUE SAINT MELOIR PORDIC 22590
20005983000048,84.11Z,A,1 RUE NATIONALE VAL D'OUST 56460
26590709700033,87.10A,A,RUE DESNOULLET ANNOEULLIN 59112
21520028800011,84.11Z,A,RUE PRINCIPALE BAY-SUR-AUBE 52160
24720062900092,38.11Z,A,27 RUE DU 11 NOVEMBRE LA SUZE-SUR-SARTHE 72210
02578048700028,47.77Z,A,8 RUE RICARD NIORT 79000
21510247600029,85.20Z,A,1 RUE DU PRE MICHAUX GERMAINE 51160
